ticket_id,user_id,created_date,priority,category,first_response_hours,resolution_hours
10330,14890,2022-04-23,Medium,How To,1.2,23.2
10331,44108,2025-03-08,Medium,Integrations,9.0,22.3
10332,29845,2023-09-26,Medium,Performance,2.1,30.2
10333,15551,2022-11-05,Low,Integrations,3.9,6.1
10334,22808,2025-02-08,Medium,Billing,2.7,15.2
10335,7796,2025-11-05,Medium,Billing,2.9,15.3
10336,19307,2023-08-05,Medium,Bug,4.0,16.2
10337,40595,2022-01-14,Medium,Performance,3.6,7.2
10338,45154,2024-12-11,Low,Integrations,14.6,7.0
10339,32368,2022-02-24,High,Billing,2.2,21.2
10340,49786,2023-07-30,Low,Billing,5.7,14.4
10341,32726,2023-08-17,Low,Bug,6.2,33.7
10342,26698,2023-11-09,Low,Performance,3.3,38.6
10343,41338,2025-10-08,Low,Integrations,4.6,30.3
10344,27986,2022-08-07,Low,Bug,12.3,50.8
10345,27870,2024-12-20,Medium,Billing,9.4,6.1
10346,41127,2024-08-11,Low,How To,1.7,19.1
10347,47522,2022-05-17,Urgent,How To,0.6,3.9
10348,16381,2024-03-18,Medium,Billing,6.3,19.0
10349,9690,2023-09-16,Low,Billing,4.8,61.9
10350,44734,2024-05-07,High,Integrations,3.4,27.2
10351,44604,2024-11-25,High,Billing,6.1,30.8
10352,36686,2025-05-29,Urgent,Bug,1.7,30.9
10353,21312,2025-12-13,Medium,How To,2.1,19.4
10354,45669,2023-09-30,Medium,How To,6.9,16.4
10355,1341,2023-08-08,Medium,Billing,16.6,22.8
10356,35275,2024-10-31,Medium,How To,5.4,35.6
10357,18618,2025-07-03,Medium,Billing,2.2,28.0
10358,38357,2025-09-25,Low,How To,4.2,19.9
10359,7622,2025-02-16,Medium,Integrations,4.3,36.8
10360,20552,2025-12-18,Urgent,Billing,20.4,11.3
10361,46667,2022-10-24,High,Bug,9.3,21.4
10362,14035,2023-11-25,High,Performance,1.2,19.6
10363,19973,2023-01-06,Medium,Bug,0.8,7.6
10364,19788,2022-11-24,Medium,How To,11.6,8.9
10365,33935,2024-05-19,Medium,Bug,3.3,14.0
10366,42646,2025-05-14,Low,How To,3.7,19.3
10367,26360,2024-12-20,Medium,Integrations,7.6,52.6
10368,20455,2023-06-28,Low,How To,3.5,6.4
10369,49217,2024-06-02,Medium,Performance,5.2,38.9
10370,40862,2022-06-07,Medium,How To,4.1,31.0
10371,16765,2024-02-22,Medium,How To,4.9,18.0
10372,34917,2022-07-05,Medium,Integrations,5.2,12.6
10373,17234,2024-08-16,Low,Performance,2.2,10.4
10374,21674,2022-02-08,Medium,Bug,5.9,22.4
10375,7465,2024-01-20,Medium,Bug,5.1,73.7
10376,7613,2024-07-31,Low,Billing,3.9,13.7
10377,45054,2025-02-16,Low,How To,1.9,17.7
10378,38421,2023-04-15,Medium,Billing,14.2,11.1
10379,16988,2025-10-22,Medium,How To,1.8,33.9
10380,22100,2024-04-26,Low,How To,1.9,12.4
10381,12857,2024-03-22,Low,Integrations,5.1,25.7
10382,37105,2025-05-27,Low,Billing,6.3,30.3
10383,16841,2025-12-24,Low,Performance,2.3,26.4
10384,42222,2022-03-08,Medium,Performance,10.4,5.6
10385,650,2022-09-25,Low,How To,2.8,20.8
10386,20725,2022-05-03,Medium,Performance,12.5,33.8
10387,45931,2023-11-11,Low,How To,3.8,22.5
10388,32888,2024-11-15,Medium,Integrations,3.7,11.8
10389,35399,2025-05-26,Low,Integrations,4.8,19.0
10390,22724,2025-11-05,Medium,Performance,4.9,15.5
10391,9619,2024-08-06,Low,Performance,0.9,29.4
10392,19293,2025-10-07,Medium,Bug,3.3,33.5
10393,33918,2024-10-05,Medium,How To,6.0,13.2
10394,43398,2023-11-30,Low,How To,4.8,52.9
10395,16571,2022-08-27,Medium,Performance,3.1,16.3
10396,35130,2025-02-25,Low,Integrations,1.8,4.3
10397,49809,2022-06-09,Medium,Performance,3.4,52.1
10398,2332,2025-06-09,Low,Bug,17.1,14.2
10399,9380,2022-07-06,Low,Bug,6.1,12.3
10400,21846,2025-11-30,Low,Bug,6.8,42.3
10401,30854,2022-11-22,Low,Integrations,3.2,6.9
10402,32374,2023-04-26,Low,Billing,8.5,33.7
10403,35277,2023-05-03,Medium,Integrations,34.4,16.2
10404,2288,2022-01-02,Medium,How To,0.8,21.0
10405,47182,2025-10-01,Low,Integrations,6.3,24.5
10406,49086,2024-11-18,Medium,Bug,2.1,17.6
10407,33571,2023-06-15,Medium,Performance,14.6,30.2
10408,34561,2024-12-27,High,Performance,7.1,47.5
10409,2996,2025-01-29,Medium,Billing,1.4,35.8
10410,48917,2022-10-02,Low,Performance,1.2,38.5
10411,35711,2022-10-04,Low,Billing,12.2,44.5
10412,41541,2023-03-20,Medium,Integrations,1.2,16.5
10413,13120,2023-11-28,Medium,Integrations,7.0,24.4
10414,2819,2023-10-06,High,How To,2.0,25.5
10415,32141,2022-12-29,Medium,How To,5.2,25.5
10416,36945,2024-06-11,Low,Integrations,2.8,43.3
10417,17730,2024-10-10,Low,Performance,0.5,37.5
10418,34941,2025-04-23,Low,Integrations,2.6,10.5
10419,11040,2023-10-05,Medium,Performance,1.3,4.0
10420,10921,2025-11-26,Medium,How To,0.2,18.1
10421,21137,2022-01-08,Low,Performance,7.2,22.2
10422,43676,2024-09-12,High,How To,1.3,40.0
10423,46862,2025-07-04,Low,How To,6.8,7.2
10424,27687,2023-12-18,Medium,Performance,12.4,30.0
10425,15365,2025-01-14,Medium,Billing,8.1,7.1
10426,36661,2023-03-02,Medium,Performance,2.2,22.7
10427,15213,2023-12-25,Low,Billing,9.9,10.4
10428,17844,2022-05-04,Medium,Integrations,0.6,49.8
10429,2496,2025-02-04,Medium,Bug,3.6,57.5
10430,34632,2025-09-23,High,Integrations,3.3,26.9
10431,6769,2025-05-10,Medium,Performance,1.5,28.6
10432,14756,2025-02-07,Medium,Billing,4.6,13.6
10433,43204,2025-12-04,Medium,Bug,2.5,25.2
10434,34805,2025-07-04,Medium,Bug,3.6,18.4
10435,699,2022-05-05,Urgent,Billing,6.1,14.5
10436,7128,2025-07-12,Medium,Performance,6.3,22.5
10437,39123,2024-10-09,Low,Performance,1.9,24.2
10438,23605,2022-07-16,Low,Billing,4.2,53.2
10439,30158,2025-06-16,Low,Performance,0.8,12.2
10440,44239,2025-06-08,Low,Performance,0.6,47.6
10441,16550,2022-05-07,Low,How To,1.9,38.6
10442,30038,2022-06-01,Medium,Bug,0.5,5.2
10443,15633,2022-09-21,Medium,Bug,3.5,12.2
10444,1235,2022-10-22,Low,Bug,3.3,31.4
10445,4250,2025-02-11,Low,Integrations,1.4,10.1
10446,10593,2022-10-25,Medium,How To,4.6,46.1
10447,12661,2025-06-29,Medium,Performance,5.4,26.7
10448,37705,2025-03-27,High,Performance,25.3,27.2
10449,9399,2023-11-13,Urgent,How To,3.7,24.3
10450,4002,2023-01-03,Medium,Bug,1.3,7.5
10451,25637,2023-05-11,Low,Performance,3.7,46.0
10452,14523,2025-03-06,Medium,How To,1.7,10.3
10453,7093,2022-05-05,Low,Bug,7.0,18.4
10454,19335,2022-06-19,Low,Integrations,9.3,71.4
10455,16264,2025-08-19,Urgent,Bug,3.5,38.9
10456,38508,2024-06-08,Low,Billing,10.2,25.0
10457,23244,2022-07-22,Medium,Billing,6.1,36.3
10458,3929,2023-01-24,Urgent,How To,3.9,13.6
10459,36276,2025-12-10,Medium,Performance,15.3,56.8
10460,34440,2025-04-11,Urgent,Billing,6.8,7.9
10461,44804,2024-11-20,High,Performance,0.2,15.4
10462,4161,2022-05-07,Medium,Integrations,11.7,4.8
10463,11873,2023-08-06,High,Billing,2.9,14.9
10464,6205,2024-09-15,Low,Bug,0.4,56.0
10465,12839,2022-04-10,Low,Integrations,1.8,4.3
10466,35948,2023-07-14,Medium,How To,1.3,86.0
10467,890,2022-07-03,High,How To,10.0,42.0
10468,46861,2023-09-01,Low,How To,2.2,32.6
10469,3622,2023-02-18,Low,Billing,2.9,41.5
10470,40024,2022-02-25,Medium,Integrations,8.8,18.1
10471,13312,2022-08-05,Medium,Billing,2.1,20.8
10472,30152,2022-08-28,Medium,How To,4.9,12.4
10473,11544,2025-01-12,Medium,How To,11.0,18.1
10474,48526,2024-08-05,Medium,Bug,3.8,33.6
10475,38969,2023-02-19,Medium,Bug,0.8,12.2
10476,26111,2024-04-10,High,Bug,6.9,23.1
10477,42600,2024-05-22,Low,Performance,1.0,17.1
10478,30047,2023-01-28,High,Bug,6.3,33.8
10479,19313,2024-07-26,Low,Bug,3.5,40.7
10480,44437,2023-09-19,Medium,Bug,7.6,54.6
10481,38283,2024-07-08,Low,Integrations,7.1,5.3
10482,33064,2024-04-18,Low,How To,7.2,16.7
10483,26188,2025-11-13,High,Integrations,8.0,15.9
10484,6170,2022-03-23,Medium,How To,12.4,29.9
10485,35659,2024-09-01,Low,Billing,3.6,27.2
10486,48854,2025-10-30,Low,Integrations,7.9,24.0
10487,30003,2024-05-30,Low,Integrations,0.7,3.1
10488,22710,2022-05-03,Low,Performance,3.6,25.6
10489,46591,2023-01-05,Low,How To,0.2,24.0
10490,2287,2023-08-01,Medium,Integrations,3.1,24.2
10491,9686,2024-08-02,Medium,Performance,8.7,5.1
10492,47141,2024-05-31,Low,Performance,7.3,26.6
10493,30460,2023-09-18,Low,Performance,3.2,15.8
10494,40679,2023-05-04,High,Performance,1.5,21.4
10495,26666,2025-10-15,Medium,How To,8.9,7.1
10496,44618,2024-02-01,Medium,Billing,13.9,14.3
10497,33925,2023-04-21,Medium,Integrations,11.2,21.0
10498,38680,2023-06-24,Medium,Billing,3.0,14.4
10499,46663,2025-06-29,Urgent,Bug,5.5,14.7
10500,19218,2025-05-22,Medium,Performance,3.5,49.7
10501,37577,2023-06-21,Low,Performance,7.8,11.4
10502,13057,2025-02-16,Low,How To,4.3,37.7
10503,18761,2022-02-05,Medium,Billing,10.7,9.6
10504,28467,2023-10-10,Medium,Bug,7.2,7.2
10505,20047,2023-06-06,Medium,Integrations,8.7,18.8
10506,32490,2022-03-08,Medium,Billing,13.7,14.1
10507,43107,2022-05-20,Medium,Performance,6.5,27.4
10508,30643,2022-12-11,Low,Integrations,9.3,13.3
10509,29045,2023-12-05,Low,Performance,0.7,15.6
10510,23345,2023-02-02,Low,Performance,13.0,19.6
10511,38275,2025-08-10,High,Performance,5.6,35.0
10512,32644,2023-06-15,High,Bug,0.3,14.5
10513,13283,2023-11-20,Medium,Bug,2.3,21.6
10514,11081,2024-09-12,Low,Performance,4.1,29.9
10515,16069,2022-05-24,Medium,How To,5.0,46.8
10516,5744,2022-02-04,Medium,Bug,3.0,15.2
10517,17914,2022-08-11,Low,Performance,8.4,7.0
10518,997,2022-08-18,Low,How To,0.6,6.2
10519,16828,2025-02-20,Medium,Billing,6.8,12.3
10520,28460,2022-06-23,Low,Bug,12.0,56.0
10521,35207,2023-07-04,Medium,Billing,0.9,28.0
10522,3108,2023-06-18,Low,Billing,6.3,11.4
10523,42386,2025-07-31,High,Bug,15.6,35.1
10524,3902,2025-10-09,Medium,Integrations,4.9,8.2
10525,39778,2025-08-12,Low,Integrations,1.4,8.0
10526,34253,2024-12-22,High,Bug,0.9,56.1
10527,14429,2025-11-01,Low,Performance,9.0,61.0
10528,37143,2023-06-23,Medium,Integrations,9.7,37.9
10529,6673,2023-05-31,Low,How To,5.3,65.3
10530,12904,2025-05-06,Low,Integrations,7.3,21.1
10531,6322,2025-05-12,Medium,How To,4.8,38.2
10532,49888,2023-03-25,Medium,Integrations,5.1,16.2
10533,36618,2024-11-25,Low,Performance,2.2,14.2
10534,21986,2023-11-28,Medium,Bug,6.0,16.3
10535,41419,2022-11-30,Low,Integrations,5.7,33.7
10536,18935,2024-09-14,Low,Performance,11.9,41.7
10537,40377,2025-10-13,Medium,How To,9.2,36.6
10538,9998,2022-10-28,Low,Integrations,4.5,29.9
10539,49102,2024-01-01,Medium,Integrations,6.1,11.1
10540,21405,2022-08-02,High,Billing,5.5,35.1
10541,36713,2022-10-10,Medium,Performance,7.0,19.0
10542,32526,2022-03-20,Low,Billing,10.1,34.6
10543,22243,2023-08-14,Medium,Bug,1.5,37.9
10544,45972,2025-09-13,Urgent,Billing,8.7,13.9
10545,7689,2025-09-20,Medium,How To,9.7,40.0
10546,7940,2024-10-08,Medium,Billing,3.1,33.3
10547,33075,2025-05-29,Low,Bug,3.9,30.2
10548,15277,2024-09-04,Low,Bug,4.6,10.7
10549,43604,2022-04-18,Low,Bug,1.9,19.3
10550,17084,2024-08-27,Medium,Integrations,6.1,24.7
10551,18690,2024-04-02,Medium,Integrations,11.1,3.5
10552,1541,2023-08-02,Medium,Integrations,2.3,25.8
10553,45348,2024-07-05,Medium,Performance,3.1,17.5
10554,12694,2022-07-09,Low,Bug,0.9,29.9
10555,7654,2023-06-30,Low,Billing,1.5,30.6
10556,8204,2023-01-12,Low,Billing,6.0,67.4
10557,31423,2025-06-02,Low,How To,16.9,27.6
10558,15473,2025-08-10,Medium,Performance,1.9,25.9
10559,19531,2022-04-28,Medium,Billing,2.9,27.1
10560,17546,2025-11-13,Low,How To,6.2,24.7
10561,19561,2024-06-26,Medium,Integrations,6.0,25.7
10562,6737,2025-02-03,Medium,How To,5.4,6.7
10563,1457,2025-02-18,Low,Bug,1.4,18.8
10564,29813,2025-08-15,Medium,Integrations,8.1,49.7
10565,20941,2024-06-21,Low,Performance,3.7,20.3
10566,18585,2024-11-26,Low,How To,9.4,19.5
10567,33406,2023-03-03,Medium,Billing,4.7,4.5
10568,26033,2023-11-02,Low,Bug,3.4,8.6
10569,6959,2022-06-13,Low,How To,7.9,21.3
10570,5105,2022-09-22,Low,Performance,4.9,10.7
10571,22365,2025-02-16,Medium,Integrations,5.4,8.0
10572,5284,2024-02-25,Low,How To,9.1,20.2
10573,26423,2024-04-09,Medium,Bug,2.5,49.0
10574,6554,2025-06-10,Low,Performance,1.4,11.2
10575,3164,2024-05-28,Medium,Integrations,0.7,37.6
10576,39428,2023-11-16,Low,Integrations,4.0,6.1
10577,20817,2023-10-05,Low,Integrations,0.6,24.0
10578,37683,2022-09-09,Medium,Performance,10.4,36.5
10579,18889,2022-03-03,High,Integrations,10.3,31.5
10580,12453,2025-03-03,Medium,How To,13.3,28.0
10581,16196,2023-02-19,Medium,How To,0.8,38.2
10582,25181,2025-03-18,Medium,Bug,3.3,12.4
10583,45596,2022-06-06,Medium,How To,7.6,16.4
10584,28069,2024-07-02,Medium,Billing,0.8,12.1
10585,43598,2022-12-16,Low,Integrations,2.9,16.2
10586,5873,2022-09-02,Medium,Billing,9.9,47.4
10587,47273,2023-03-03,Medium,Bug,4.1,3.6
10588,25817,2024-02-09,Low,Integrations,9.4,46.0
10589,42189,2023-06-17,Low,Billing,9.5,8.0
10590,24836,2025-10-15,Medium,Integrations,2.1,16.8
10591,31775,2022-08-20,High,Bug,2.7,57.7
10592,34856,2023-06-13,Low,Integrations,12.2,11.1
10593,28131,2022-12-09,Medium,Bug,0.9,4.4
10594,18760,2022-12-03,Medium,How To,6.1,28.4
10595,29,2022-08-23,Low,Billing,4.9,21.1
10596,36346,2023-10-09,Low,Performance,8.1,4.8
10597,11519,2024-12-03,Low,Integrations,1.5,33.8
10598,16952,2022-12-11,Low,How To,7.4,3.9
10599,9948,2025-09-29,Medium,Performance,10.9,15.2
10600,5761,2023-02-09,High,Bug,8.9,2.6
10601,30419,2023-04-17,Low,How To,0.9,9.3
10602,30320,2022-08-09,High,Billing,3.9,47.0
10603,17426,2022-01-13,Medium,Bug,8.9,25.1
10604,7481,2022-09-08,Medium,Bug,1.4,37.0
10605,12826,2022-04-26,Urgent,Billing,15.9,28.0
10606,12813,2023-03-13,Medium,Billing,6.9,35.5
10607,48816,2023-08-13,Medium,Performance,3.3,19.4
10608,217,2024-06-24,Medium,Billing,8.0,15.7
10609,5804,2025-09-30,High,Integrations,4.6,16.8
10610,22774,2022-02-25,Low,Performance,10.6,55.1
10611,44122,2025-09-28,Medium,Integrations,2.8,84.7
10612,16199,2024-04-12,Low,Billing,7.0,35.0
10613,11186,2023-01-03,Low,Performance,9.3,18.2
10614,29291,2025-12-20,Medium,Performance,2.6,66.5
10615,40487,2023-01-26,Medium,Performance,3.2,61.6
10616,14587,2024-12-08,High,Bug,18.7,22.4
10617,27955,2024-03-13,High,Integrations,1.5,20.4
10618,25374,2024-03-14,Medium,Integrations,5.2,29.5
10619,37519,2023-07-20,Low,How To,9.7,35.9
10620,6139,2023-02-13,Low,How To,3.1,26.3
10621,30241,2024-03-08,Low,Integrations,1.4,14.1
10622,11582,2023-07-21,Medium,How To,6.6,13.0
10623,45344,2023-10-29,Medium,Bug,2.1,16.2
10624,8605,2023-10-04,High,Bug,3.2,13.3
10625,15793,2024-08-05,High,Performance,3.0,4.8
10626,13160,2024-09-12,Medium,How To,9.6,29.8
10627,17247,2024-08-11,Medium,Billing,2.5,32.7
10628,17850,2025-07-25,Medium,Performance,0.6,15.4
10629,46449,2025-03-01,Medium,Bug,3.7,21.8
10630,15985,2023-04-30,Medium,How To,10.8,20.5
10631,40250,2025-10-08,Low,Performance,2.8,48.2
10632,36193,2022-05-09,Medium,Bug,0.9,2.5
10633,28800,2025-08-11,Low,Billing,3.5,35.9
10634,49024,2022-08-15,Medium,Performance,0.2,10.6
10635,5636,2025-07-18,Medium,Integrations,10.8,4.6
10636,2783,2023-03-22,Medium,How To,6.8,31.0
10637,39132,2022-04-28,Low,Bug,9.6,5.8
10638,31714,2023-09-17,Medium,Performance,8.7,22.0
10639,13682,2024-06-16,High,Billing,11.3,18.6
10640,19261,2022-01-16,Medium,Bug,2.9,9.2
10641,3195,2024-10-14,Medium,Billing,3.7,10.9
10642,45148,2023-09-24,Medium,Performance,8.3,29.1
10643,3926,2023-12-24,Low,Integrations,1.9,33.9
10644,6244,2025-08-08,Low,Integrations,14.5,44.6
10645,19064,2023-09-02,High,Billing,8.1,3.8
10646,25232,2023-02-02,Medium,Performance,7.8,24.9
10647,9709,2023-06-28,Medium,Billing,3.1,22.1
10648,7570,2023-02-01,Medium,Performance,0.4,18.9
10649,30732,2022-06-05,Low,Integrations,14.6,7.7
10650,42638,2024-08-17,High,How To,7.6,12.6
10651,33651,2023-10-10,Low,How To,1.0,15.6
10652,22304,2024-03-05,Low,Billing,3.6,14.8
10653,10048,2022-08-27,Medium,Performance,3.4,19.7
10654,7583,2022-03-10,Medium,How To,8.3,17.3
10655,11521,2024-04-08,Medium,Performance,2.5,62.1
10656,28483,2023-05-19,Medium,Integrations,0.9,7.3
10657,22680,2022-04-07,Low,Performance,1.4,9.4
10658,3069,2023-11-27,Medium,Billing,8.1,13.9
10659,11669,2023-12-09,High,Bug,3.4,3.8
10660,39985,2024-08-18,High,How To,3.5,4.8
10661,48216,2024-03-15,High,Bug,12.9,20.1
10662,36911,2025-10-03,Urgent,Billing,1.9,10.5
10663,10884,2022-07-02,Low,Integrations,4.8,17.4
10664,31128,2023-08-10,Urgent,Bug,4.6,40.0
10665,12255,2023-10-04,Medium,Performance,13.4,5.4
10666,40806,2024-06-02,Medium,How To,3.2,86.0
10667,9959,2024-11-22,High,Performance,1.8,25.4
10668,14633,2025-08-07,Medium,Billing,9.0,35.1
10669,4222,2023-03-21,Medium,How To,5.8,5.9
10670,38921,2025-03-01,Low,Bug,1.1,30.1
10671,25710,2024-08-13,Low,How To,10.9,11.6
10672,38686,2025-03-03,Low,Bug,8.1,35.8
10673,38584,2024-04-21,Low,Performance,10.3,25.2
10674,16477,2024-08-30,Low,Integrations,2.8,98.9
10675,14030,2022-05-19,High,How To,1.6,24.3
10676,17121,2023-08-19,High,Billing,5.5,6.6
10677,44166,2025-10-20,Medium,Bug,5.2,5.3
10678,45030,2023-11-02,High,How To,5.4,22.4
10679,40375,2022-05-09,Low,Billing,6.1,18.1
10680,45057,2024-04-22,Medium,Billing,0.8,13.2
10681,39385,2024-10-30,Medium,Billing,10.1,17.5
10682,34957,2022-06-10,Low,How To,5.2,10.7
10683,9788,2022-11-04,Medium,Performance,3.5,26.0
10684,43730,2022-07-23,Medium,Integrations,11.6,11.8
10685,45882,2025-05-30,Low,Performance,5.9,32.1
10686,44915,2022-12-16,Medium,Billing,1.7,5.5
10687,44226,2023-11-05,Urgent,Bug,6.8,14.2
10688,34470,2024-11-15,Medium,How To,5.1,32.7
10689,3637,2025-10-31,Low,Performance,15.0,2.1
10690,15971,2022-04-09,Urgent,Billing,11.5,11.9
10691,44132,2022-09-03,Medium,Billing,4.5,7.6
10692,18889,2023-01-22,Medium,Billing,2.1,34.2
10693,5392,2022-01-23,Low,Integrations,20.8,16.9
10694,2035,2024-03-29,Low,Bug,2.1,3.4
10695,44322,2025-08-27,Low,Bug,11.4,19.7
10696,38303,2022-11-10,Low,Bug,12.0,30.6
10697,47053,2025-11-01,Urgent,Integrations,11.4,23.4
10698,5885,2023-04-14,Low,Performance,1.6,31.0
10699,47083,2025-01-07,Medium,Billing,7.4,16.4
10700,37658,2022-10-19,Low,Integrations,3.8,31.4
10701,45654,2025-06-21,Medium,Bug,5.9,27.1
10702,20244,2023-05-28,Medium,Bug,0.5,13.1
10703,40267,2023-07-24,Medium,Integrations,5.0,17.2
10704,11855,2022-11-22,Low,Bug,1.2,30.2
10705,26751,2024-09-02,Medium,Performance,7.3,21.4
10706,33648,2022-07-31,Low,Bug,5.5,5.1
10707,21512,2025-07-27,Low,How To,2.9,15.8
10708,39594,2025-02-24,Medium,Integrations,4.0,17.6
10709,49021,2023-02-15,Low,Performance,0.9,37.6
10710,12029,2023-05-06,Low,How To,15.7,7.1
10711,1579,2022-07-08,Medium,Performance,4.5,10.6
10712,39597,2024-09-12,Medium,How To,1.2,11.3
10713,32155,2023-11-26,High,Performance,10.2,29.7
10714,5162,2023-09-22,Low,Performance,5.8,20.6
10715,22735,2024-10-17,Medium,Billing,3.3,23.3
10716,6990,2025-02-02,Low,Performance,6.5,45.0
10717,43948,2023-02-13,Medium,Billing,7.5,11.5
10718,25811,2024-12-27,Low,Billing,6.9,22.9
10719,38774,2022-08-06,High,Billing,8.8,18.3
10720,2802,2022-07-09,High,Performance,1.8,31.4
10721,44835,2023-11-05,Medium,Billing,5.3,27.0
10722,23149,2023-06-06,Low,Performance,14.3,56.1
10723,1360,2024-11-29,Medium,How To,10.4,10.2
10724,696,2024-01-01,Medium,Bug,8.0,9.7
10725,40473,2024-06-03,Low,Integrations,0.3,12.8
10726,10120,2024-05-04,Medium,How To,2.5,24.5
10727,19902,2025-10-03,High,Billing,2.0,33.6
10728,33161,2022-10-03,Low,Billing,4.0,16.6
10729,38969,2023-01-09,Low,How To,2.9,11.5
10730,36406,2022-08-06,Urgent,Performance,4.7,24.9
10731,14528,2025-07-07,Medium,Billing,2.7,3.5
10732,47513,2022-03-12,Low,Performance,0.8,18.6
10733,15405,2025-10-10,Medium,Integrations,9.8,23.1
10734,19349,2022-12-31,Low,Integrations,10.1,6.7
10735,39415,2025-07-28,Medium,Integrations,5.3,7.8
10736,36717,2023-04-30,Low,Billing,6.9,13.1
10737,47471,2022-12-26,Low,Bug,2.5,19.8
10738,14341,2025-08-31,Low,Billing,9.9,20.1
10739,12437,2025-10-06,Low,Performance,3.9,15.3
10740,2120,2022-05-04,Medium,How To,1.6,16.4
10741,24563,2025-03-13,Low,Billing,11.0,15.6
10742,7567,2022-09-21,Medium,Performance,2.2,35.7
10743,42103,2024-05-03,Low,Performance,1.7,5.2
10744,29746,2025-12-03,Low,Billing,14.3,57.1
10745,9277,2022-09-22,Medium,Bug,12.0,35.0
10746,37547,2022-07-19,Low,Bug,17.1,26.7
10747,15594,2022-08-11,Low,Integrations,5.9,15.5
10748,26709,2024-06-14,Low,Integrations,2.7,18.7
10749,47824,2022-10-31,Medium,Billing,10.3,27.8
10750,5753,2025-05-28,Low,Billing,4.2,21.0
10751,35331,2022-05-01,Low,Billing,3.7,14.7
10752,37773,2023-11-30,Low,How To,7.7,19.4
10753,2437,2024-02-11,Low,Billing,9.3,33.7
10754,15429,2024-03-17,Medium,Performance,3.5,8.4
10755,11723,2024-03-10,Medium,Integrations,15.4,24.0
10756,46675,2022-05-14,Medium,How To,2.7,6.1
10757,49195,2025-09-28,Medium,Bug,4.4,12.8
10758,29055,2024-11-27,High,Integrations,6.0,17.7
10759,27663,2025-04-18,Low,Integrations,17.2,9.6
10760,4017,2022-04-20,Medium,Bug,7.3,40.8
10761,12472,2023-11-28,Medium,Performance,6.2,30.8
10762,48249,2024-08-04,High,Billing,0.9,34.6
10763,39477,2022-07-20,High,Bug,4.9,31.9
10764,19625,2024-12-16,Medium,Integrations,3.4,22.6
10765,44946,2022-08-05,Low,Performance,4.3,40.4
10766,4894,2024-07-16,Medium,Performance,2.7,13.1
10767,11762,2023-12-18,Medium,Billing,6.6,21.1
10768,19456,2024-10-27,Medium,Integrations,3.0,9.4
10769,10462,2023-11-28,Medium,How To,1.6,15.0
10770,20970,2022-05-08,Urgent,Performance,11.9,13.8
10771,34470,2024-10-07,High,Integrations,0.5,13.2
10772,8810,2022-09-08,Medium,Billing,8.2,17.9
10773,39298,2023-08-24,Low,Integrations,4.6,25.6
10774,32869,2022-08-30,Urgent,Billing,2.4,28.0
10775,19187,2025-02-09,Low,Bug,0.8,23.6
10776,43262,2025-11-26,Medium,Performance,11.4,16.9
10777,27146,2023-02-19,Low,How To,2.7,8.6
10778,37867,2025-09-14,Low,How To,12.1,35.7
10779,12191,2022-08-23,Medium,Performance,5.7,54.9
10780,27475,2022-07-16,Low,Bug,0.4,14.4
10781,33468,2025-08-02,Low,Integrations,5.2,39.7
10782,30955,2024-09-24,Medium,Performance,0.5,40.7
10783,30294,2023-07-18,Low,How To,3.8,18.1
10784,36469,2025-11-06,Low,Bug,5.8,45.3
10785,7026,2022-11-16,Medium,Bug,6.0,4.6
10786,11239,2024-03-05,Low,Billing,5.9,14.8
10787,799,2022-02-19,Low,Performance,8.2,17.1
10788,24655,2022-02-02,Low,Bug,1.7,40.4
10789,41241,2025-05-31,Low,Integrations,7.2,14.5
10790,42622,2022-01-29,Medium,Integrations,0.9,29.9
10791,6229,2025-11-07,Low,Billing,10.7,4.4
10792,34911,2025-07-27,High,How To,7.1,41.6
10793,30728,2024-02-14,Low,Integrations,1.2,90.4
10794,16998,2023-08-17,Medium,Performance,4.5,45.6
10795,23792,2025-01-01,Medium,Integrations,2.4,17.8
10796,24273,2025-11-13,Low,Billing,2.9,12.5
10797,28492,2025-03-20,High,Billing,5.5,32.4
10798,24596,2022-11-09,Low,Performance,2.8,48.0
10799,48798,2022-05-03,Low,Bug,10.1,48.2
10800,22302,2025-06-05,Low,Bug,4.8,7.4
10801,28749,2022-01-01,High,Bug,1.3,3.7
10802,25538,2025-03-10,Low,How To,10.1,11.1
10803,32277,2025-02-01,Medium,Performance,12.6,6.9
10804,21049,2024-05-17,High,Bug,3.6,43.4
10805,34577,2024-01-05,Low,Performance,2.1,6.3
10806,24617,2022-10-20,Medium,Billing,6.6,22.5
10807,13630,2025-09-19,High,Billing,7.8,32.1
10808,17273,2023-04-05,Low,Bug,1.7,39.3
10809,10489,2024-01-13,Medium,How To,3.4,10.6
10810,39250,2022-11-03,Medium,How To,8.4,32.9
10811,45435,2024-10-20,Urgent,Bug,5.8,35.6
10812,22458,2024-04-20,Low,How To,10.9,8.5
10813,30339,2024-11-15,Urgent,How To,14.1,31.3
